Date,Description,Category,Amount,Payment_Mode,Location,Month,Day_of_Week
2025-10-30,Internet,Bills,498.5,Credit Card,Clarkmouth,10,Thursday
2025-08-11,Electricity,Bills,84.04,Cash,Vazquezbury,8,Monday
2026-03-06,Amazon,Shopping,2462.36,Credit Card,New Beth,3,Friday
2025-05-14,Mobile Recharge,Bills,1122.52,Debit Card,Alextown,5,Wednesday
2025-11-24,Movie,Entertainment,4923.66,Debit Card,Lisafort,11,Monday
2025-06-05,Flight,Travel,4641.6,Debit Card,Johnhaven,6,Thursday
2025-09-26,Mall,Shopping,3878.88,Cash,Lake Mary,9,Friday
2025-09-16,Flight,Travel,4329.87,UPI,New Cindyton,9,Tuesday
2026-01-31,Netflix,Entertainment,1847.38,Credit Card,New Jameshaven,1,Saturday
2025-10-21,Swiggy,Food,306.12,Debit Card,Mclaughlinborough,10,Tuesday
2025-04-11,Cafe,Food,935.9,UPI,South Tiffanymouth,4,Friday
2025-10-30,Cafe,Food,1431.81,Credit Card,North Judithborough,10,Thursday
2025-11-07,Netflix,Entertainment,1274.99,UPI,Williamsonton,11,Friday
2025-11-01,Flipkart,Shopping,2975.63,Cash,East Bethfort,11,Saturday
2025-11-10,Zomato,Food,925.31,Credit Card,Kevinmouth,11,Monday
2025-10-31,Mobile Recharge,Bills,4025.79,Cash,Lake Christopher,10,Friday
2025-12-04,Cafe,Food,1306.45,Credit Card,Lake Teresabury,12,Thursday
2025-10-20,Movie,Entertainment,2697.11,Credit Card,Pinedaville,10,Monday
2025-10-12,Spotify,Entertainment,3687.14,Debit Card,Lake Elizabethburgh,10,Sunday
2025-06-18,Flipkart,Shopping,3365.16,Cash,Lake Susanchester,6,Wednesday
2026-01-12,Netflix,Entertainment,4893.27,Cash,Markborough,1,Monday
2026-01-03,Mall,Shopping,2451.01,UPI,Port Brian,1,Saturday
2025-09-29,Movie,Entertainment,2680.71,Cash,Kendrachester,9,Monday
2025-03-29,Electricity,Bills,1838.62,Cash,Kaufmanfort,3,Saturday
2025-08-06,Ola,Travel,3486.07,Credit Card,Lauraside,8,Wednesday
2026-02-22,Cafe,Food,628.47,Credit Card,West Aaronfurt,2,Sunday
2026-01-15,Spotify,Entertainment,615.62,Credit Card,New Jesus,1,Thursday
2026-01-11,Spotify,Entertainment,489.59,Debit Card,Port Tyler,1,Sunday
2025-11-13,Zomato,Food,3068.09,Credit Card,Collinsbury,11,Thursday
2025-10-24,Netflix,Entertainment,1860.96,Cash,Rodneyfort,10,Friday
2026-01-13,Amazon,Shopping,3892.15,Debit Card,West Jennifer,1,Tuesday
2025-10-30,Amazon,Shopping,4673.85,Cash,Matthewport,10,Thursday
2025-12-07,Flipkart,Shopping,4532.96,Debit Card,Cooperville,12,Sunday
2025-10-18,Mall,Shopping,686.99,Debit Card,Timothybury,10,Saturday
2026-01-10,Netflix,Entertainment,1420.08,UPI,Jonathantown,1,Saturday
2025-12-03,Netflix,Entertainment,3791.28,Debit Card,Port Faithport,12,Wednesday
2025-06-08,Flight,Travel,991.42,Cash,Hernandezborough,6,Sunday
2025-06-30,Cafe,Food,3546.12,UPI,Davidborough,6,Monday
2025-08-06,Swiggy,Food,3046.15,UPI,Schmidttown,8,Wednesday
2026-01-23,Internet,Bills,193.38,UPI,Rodriguezfurt,1,Friday
2025-11-04,Spotify,Entertainment,3002.86,Debit Card,Simsland,11,Tuesday
2026-02-05,Ola,Travel,2712.95,Credit Card,Burkehaven,2,Thursday
2026-01-12,Movie,Entertainment,1830.04,UPI,Port Donnahaven,1,Monday
2026-01-09,Zomato,Food,2700.61,Debit Card,Victorton,1,Friday
2025-05-21,Movie,Entertainment,1617.18,Cash,East Deborah,5,Wednesday
2025-10-20,Ola,Travel,4637.1,Cash,Nashland,10,Monday
2025-10-01,Flipkart,Shopping,2031.13,Credit Card,West Timothy,10,Wednesday
2025-06-02,Mobile Recharge,Bills,1978.71,Cash,Benjaminchester,6,Monday
2025-10-21,Restaurant,Food,1620.51,Credit Card,North Brittanyton,10,Tuesday
2025-05-16,Spotify,Entertainment,1853.64,UPI,Port Christinaburgh,5,Friday
2026-01-29,Netflix,Entertainment,4966.68,Debit Card,East Jason,1,Thursday
2025-09-17,Zomato,Food,1690.35,UPI,West Edward,9,Wednesday
2025-03-20,Spotify,Entertainment,721.38,UPI,New Shane,3,Thursday
2025-06-27,Metro,Travel,3122.02,UPI,Michaelville,6,Friday
2025-03-27,Flipkart,Shopping,105.54,Cash,North Laurashire,3,Thursday
2025-05-10,Amazon,Shopping,3833.03,Cash,North Mike,5,Saturday
2025-10-29,Mall,Shopping,2361.38,Credit Card,New Nicholasville,10,Wednesday
2025-10-15,Metro,Travel,1069.02,Debit Card,Stewartfurt,10,Wednesday
2025-11-24,Netflix,Entertainment,4950.26,Credit Card,West Alyssaville,11,Monday
2025-06-28,Netflix,Entertainment,2670.71,Cash,Michelleview,6,Saturday
2025-12-25,Mobile Recharge,Bills,2271.39,Cash,Sarafort,12,Thursday
2025-12-08,Cafe,Food,2717.09,Debit Card,Nguyenmouth,12,Monday
2025-04-20,Swiggy,Food,4656.1,Cash,South Mirandatown,4,Sunday
2025-12-29,Flight,Travel,4310.35,Cash,West Juanchester,12,Monday
2025-09-20,Mall,Shopping,354.74,UPI,Hollandfort,9,Saturday
2026-02-10,Electricity,Bills,3238.72,UPI,Josephside,2,Tuesday
2025-06-27,Metro,Travel,127.84,UPI,Lake Amberberg,6,Friday
2025-03-24,Flight,Travel,2902.05,Debit Card,Wallaceberg,3,Monday
2025-10-08,Amazon,Shopping,4149.26,UPI,Lake Roy,10,Wednesday
2025-03-11,Netflix,Entertainment,2724.37,Credit Card,Hallmouth,3,Tuesday
2025-05-13,Uber,Travel,4899.06,Cash,West Donna,5,Tuesday
2026-01-26,Zomato,Food,4511.27,UPI,Amandaland,1,Monday
2025-06-06,Mobile Recharge,Bills,4360.61,UPI,Lake Richardfurt,6,Friday
2025-05-12,Internet,Bills,4220.09,Credit Card,South Sandrastad,5,Monday
2026-02-19,Flight,Travel,3414.64,Debit Card,New Daniel,2,Thursday
2025-12-27,Mall,Shopping,1271.74,Debit Card,East Roberto,12,Saturday
2025-04-11,Swiggy,Food,4383.37,Credit Card,Burtontown,4,Friday
2025-08-17,Ola,Travel,74.84,Credit Card,Lisaside,8,Sunday
2025-05-27,Amazon,Shopping,2320.17,Debit Card,East Jordan,5,Tuesday
2025-12-04,Mall,Shopping,2418.92,Cash,Kathleenview,12,Thursday
2026-02-06,Amazon,Shopping,2484.23,UPI,Wardside,2,Friday
2025-05-22,Amazon,Shopping,3695.92,Cash,Lake Beckyborough,5,Thursday
2025-03-18,Uber,Travel,1644.93,Credit Card,East Michellemouth,3,Tuesday
2025-09-20,Spotify,Entertainment,1970.45,Cash,Smithhaven,9,Saturday
2025-10-16,Electricity,Bills,1098.66,Cash,Lake Gregory,10,Thursday
2025-08-12,Flight,Travel,2544.75,Credit Card,Jenniferchester,8,Tuesday
2025-04-03,Flight,Travel,2980.42,Credit Card,Pennyland,4,Thursday
2025-08-04,Spotify,Entertainment,3628.76,Cash,North Tammy,8,Monday
2026-03-08,Flipkart,Shopping,2835.97,Debit Card,Banksfurt,3,Sunday
2026-03-01,Electricity,Bills,1656.0,UPI,Lake Jenniferland,3,Sunday
2025-07-11,Electricity,Bills,892.09,Debit Card,Johnnyport,7,Friday
2025-08-29,Electricity,Bills,2702.21,Debit Card,South Richard,8,Friday
2025-05-09,Spotify,Entertainment,1013.18,UPI,Vanessashire,5,Friday
2025-10-06,Mobile Recharge,Bills,2190.87,Credit Card,East Danielbury,10,Monday
2025-03-10,Restaurant,Food,4909.67,Debit Card,Port Brian,3,Monday
2025-10-31,Mobile Recharge,Bills,3930.27,Credit Card,Anthonyland,10,Friday
2025-07-07,Movie,Entertainment,4852.97,Debit Card,Lake Juliachester,7,Monday
2026-02-21,Electricity,Bills,3116.89,Debit Card,Port Melvinstad,2,Saturday
2025-09-10,Netflix,Entertainment,262.62,Credit Card,South Mario,9,Wednesday
2025-05-24,Amazon,Shopping,2674.0,UPI,West Davidland,5,Saturday
2025-09-28,Uber,Travel,268.1,Cash,West Amy,9,Sunday
2025-09-29,Spotify,Entertainment,3012.51,UPI,New Michaelchester,9,Monday
2025-07-10,Flipkart,Shopping,131.51,UPI,Goodmanchester,7,Thursday
2025-10-21,Zomato,Food,2187.05,Credit Card,Fosterchester,10,Tuesday
2025-07-20,Metro,Travel,2995.9,UPI,Gonzaleztown,7,Sunday
2025-03-26,Cafe,Food,4313.52,Credit Card,Jamesside,3,Wednesday
2025-05-08,Metro,Travel,3634.26,Debit Card,New Josephville,5,Thursday
2025-06-09,Electricity,Bills,3496.48,Credit Card,Jasonbury,6,Monday
2025-09-17,Internet,Bills,4505.61,Credit Card,Kristinborough,9,Wednesday
2025-11-22,Flight,Travel,2050.78,Cash,Davidfort,11,Saturday
2025-06-28,Movie,Entertainment,937.67,Debit Card,North Janet,6,Saturday
2026-01-14,Restaurant,Food,855.7,Credit Card,Torresbury,1,Wednesday
2025-08-15,Electricity,Bills,637.76,Credit Card,Matthewborough,8,Friday
2025-04-22,Metro,Travel,4546.28,Debit Card,West Paulatown,4,Tuesday
2026-02-14,Electricity,Bills,4213.57,Debit Card,Anthonyberg,2,Saturday
2025-07-21,Flipkart,Shopping,893.25,Debit Card,Waynefort,7,Monday
2026-02-19,Zomato,Food,330.35,UPI,Chadton,2,Thursday
2025-05-31,Mall,Shopping,1462.68,Cash,Mullinsville,5,Saturday
2025-06-03,Movie,Entertainment,3812.93,Cash,Wilsonhaven,6,Tuesday
2025-12-10,Metro,Travel,2863.96,Cash,Katherinehaven,12,Wednesday
2025-08-16,Zomato,Food,2509.89,Cash,South John,8,Saturday
2025-10-27,Electricity,Bills,4780.42,Cash,South Alison,10,Monday
2025-12-15,Spotify,Entertainment,1967.15,Credit Card,Lake Rachel,12,Monday
2025-08-12,Uber,Travel,3180.47,Credit Card,Port Tiffany,8,Tuesday
2025-08-10,Flipkart,Shopping,3143.11,Credit Card,Port Nicholas,8,Sunday
2025-05-11,Swiggy,Food,790.62,Cash,Port Debbiechester,5,Sunday
2025-03-13,Uber,Travel,744.88,Cash,West Kristiburgh,3,Thursday
2026-01-11,Uber,Travel,2200.27,Debit Card,Michelleton,1,Sunday
2026-02-03,Zomato,Food,4138.94,UPI,Riveraberg,2,Tuesday
2025-04-16,Movie,Entertainment,1583.99,Debit Card,Lake Christopherstad,4,Wednesday
2026-03-03,Zomato,Food,2809.42,Cash,West Michellemouth,3,Tuesday
2025-04-08,Flight,Travel,2651.52,Cash,West Annaview,4,Tuesday
2025-06-05,Flipkart,Shopping,2048.21,Debit Card,Wesleyborough,6,Thursday
2025-10-16,Electricity,Bills,2284.78,UPI,Schneiderfort,10,Thursday
2025-11-20,Ola,Travel,64.53,Credit Card,Meltonstad,11,Thursday
2025-10-12,Flipkart,Shopping,2208.44,Credit Card,Lake Joshua,10,Sunday
2026-02-23,Mobile Recharge,Bills,2523.6,UPI,East Danachester,2,Monday
2026-01-12,Mall,Shopping,3187.64,Debit Card,Annfort,1,Monday
2025-07-14,Flipkart,Shopping,523.82,Credit Card,West Douglasshire,7,Monday
2025-08-01,Swiggy,Food,1072.71,Cash,Andrewmouth,8,Friday
2025-10-22,Electricity,Bills,4811.56,Debit Card,East Daniel,10,Wednesday
2025-09-11,Cafe,Food,2386.65,UPI,South Ashley,9,Thursday
2026-01-24,Amazon,Shopping,4158.01,UPI,Lake Lynn,1,Saturday
2025-11-07,Electricity,Bills,4997.47,Cash,Port Kristyhaven,11,Friday
2025-04-03,Internet,Bills,133.4,UPI,South Amyton,4,Thursday
2025-06-05,Metro,Travel,1358.31,UPI,Butlertown,6,Thursday
2025-07-17,Flipkart,Shopping,3538.86,Debit Card,North Crystalbury,7,Thursday
2025-10-21,Movie,Entertainment,4342.87,UPI,West Lesliemouth,10,Tuesday
2026-01-02,Swiggy,Food,1418.37,UPI,Turnerton,1,Friday
2025-08-27,Swiggy,Food,4653.95,Cash,Melindaton,8,Wednesday
2025-05-31,Internet,Bills,1765.57,Credit Card,Campbellport,5,Saturday
2025-06-28,Metro,Travel,1347.76,Debit Card,Dominguezport,6,Saturday
2026-01-08,Flight,Travel,2834.96,UPI,Rasmussenview,1,Thursday
2025-05-03,Ola,Travel,1932.3,Credit Card,Kevinfort,5,Saturday
2026-02-02,Internet,Bills,2001.21,UPI,Carlchester,2,Monday
2025-05-20,Mobile Recharge,Bills,4468.37,UPI,Lake Benjaminbury,5,Tuesday
2026-01-31,Mobile Recharge,Bills,2634.92,Credit Card,Cannonville,1,Saturday
2025-06-07,Mobile Recharge,Bills,568.76,Debit Card,Christophermouth,6,Saturday
2026-03-02,Flipkart,Shopping,1579.21,Cash,East Tonyview,3,Monday
2025-09-13,Netflix,Entertainment,1772.32,Cash,Port Christian,9,Saturday
2025-12-23,Restaurant,Food,2608.89,Credit Card,New Joshualand,12,Tuesday
2026-01-20,Flight,Travel,1805.0,Debit Card,Lake Joshua,1,Tuesday
2025-05-02,Flight,Travel,3611.09,UPI,New Lisa,5,Friday
2025-07-15,Netflix,Entertainment,4304.88,Debit Card,East Ryan,7,Tuesday
2025-10-20,Restaurant,Food,911.66,Cash,West Erica,10,Monday
2026-03-03,Metro,Travel,1665.97,Debit Card,Dawnfort,3,Tuesday
2026-01-20,Netflix,Entertainment,2000.83,Credit Card,South Melanie,1,Tuesday
2025-05-30,Spotify,Entertainment,2353.64,UPI,East Michelle,5,Friday
2025-05-01,Restaurant,Food,3298.55,Credit Card,Jefferytown,5,Thursday
2025-05-11,Mobile Recharge,Bills,1823.82,Debit Card,Gonzalezchester,5,Sunday
2025-10-13,Mobile Recharge,Bills,1221.26,Credit Card,East Shawnfurt,10,Monday
2025-08-27,Flight,Travel,3121.33,UPI,Cochranfort,8,Wednesday
2025-07-02,Metro,Travel,3896.18,Cash,Taylormouth,7,Wednesday
2025-03-28,Spotify,Entertainment,268.5,Cash,Lake Jared,3,Friday
2025-04-10,Cafe,Food,4960.36,Cash,Williamsland,4,Thursday
2026-01-09,Spotify,Entertainment,2566.86,Cash,West Joy,1,Friday
2025-10-24,Ola,Travel,2455.81,Credit Card,Moonchester,10,Friday
2025-07-07,Electricity,Bills,1926.86,Debit Card,Jeremyland,7,Monday
2025-05-11,Restaurant,Food,2288.35,Credit Card,West Pamelaview,5,Sunday
2026-01-18,Mobile Recharge,Bills,379.07,UPI,Owenston,1,Sunday
2025-05-11,Uber,Travel,1125.48,Cash,East Nicole,5,Sunday
2026-01-28,Mobile Recharge,Bills,666.26,Cash,South Kimberly,1,Wednesday
2025-08-09,Internet,Bills,4734.31,Cash,East Amberborough,8,Saturday
2025-04-08,Internet,Bills,344.7,Credit Card,Christopherburgh,4,Tuesday
2025-08-07,Cafe,Food,2461.66,Credit Card,Jamiehaven,8,Thursday
2025-06-01,Flight,Travel,3274.44,Debit Card,Kristinside,6,Sunday
2025-06-23,Netflix,Entertainment,4524.39,UPI,New Patricia,6,Monday
2025-10-06,Internet,Bills,3919.97,Cash,Maddoxberg,10,Monday
2025-09-25,Flight,Travel,3583.24,Cash,East Monique,9,Thursday
2025-10-14,Movie,Entertainment,4005.54,Debit Card,East Brittneyborough,10,Tuesday
2025-03-12,Uber,Travel,866.35,Debit Card,Alexandertown,3,Wednesday
2026-02-11,Ola,Travel,832.36,Debit Card,Peckhaven,2,Wednesday
2025-03-31,Netflix,Entertainment,380.76,UPI,Lake Earl,3,Monday
2025-07-17,Amazon,Shopping,4800.56,UPI,Andrewfort,7,Thursday
2025-08-04,Mobile Recharge,Bills,3865.82,UPI,East Annetteburgh,8,Monday
2025-08-07,Swiggy,Food,782.31,UPI,Crystalville,8,Thursday
2026-02-08,Swiggy,Food,4093.24,UPI,New Anthonyfurt,2,Sunday
2025-07-12,Flight,Travel,2822.53,Cash,Johnsonstad,7,Saturday
2026-02-08,Uber,Travel,75.76,Debit Card,North Raymondmouth,2,Sunday
2025-06-03,Movie,Entertainment,2941.51,Credit Card,Lake Robert,6,Tuesday
2025-05-18,Mobile Recharge,Bills,3528.37,Debit Card,Diazview,5,Sunday
2025-09-18,Electricity,Bills,251.58,Credit Card,West Daniel,9,Thursday
2025-03-12,Movie,Entertainment,107.83,Debit Card,Davidshire,3,Wednesday
2025-11-29,Mobile Recharge,Bills,1176.0,UPI,New Kaylahaven,11,Saturday
2025-06-14,Mall,Shopping,4757.83,UPI,Smithview,6,Saturday
2025-03-23,Amazon,Shopping,1547.12,Debit Card,Lopezfort,3,Sunday
2025-11-26,Zomato,Food,3640.74,Credit Card,Jacobville,11,Wednesday
2025-11-23,Restaurant,Food,2761.92,Cash,Port Monica,11,Sunday
2025-08-25,Zomato,Food,1905.0,UPI,Martinchester,8,Monday
2025-05-09,Amazon,Shopping,4379.17,UPI,Williamsland,5,Friday
2025-12-30,Ola,Travel,2096.03,Credit Card,Russoborough,12,Tuesday
2026-02-27,Electricity,Bills,1110.09,Cash,Port Brendamouth,2,Friday
2025-09-29,Cafe,Food,2306.24,Debit Card,Meganfurt,9,Monday
2025-07-05,Zomato,Food,2125.28,Credit Card,Morenoport,7,Saturday
2025-06-18,Cafe,Food,4126.79,Credit Card,South Jessica,6,Wednesday
2025-11-25,Electricity,Bills,867.73,Cash,Olsonfurt,11,Tuesday
2025-05-22,Mall,Shopping,3033.69,UPI,Kevinberg,5,Thursday
2025-06-03,Electricity,Bills,2598.67,Credit Card,Elizabethchester,6,Tuesday
2026-02-13,Cafe,Food,3087.44,UPI,Medinaton,2,Friday
2026-03-08,Netflix,Entertainment,4730.23,Debit Card,Jonathanshire,3,Sunday
2025-03-21,Mall,Shopping,1542.55,Cash,East Gregoryshire,3,Friday
2025-10-20,Electricity,Bills,491.33,Credit Card,East Jeffrey,10,Monday
2025-10-18,Spotify,Entertainment,1138.22,Debit Card,Lisaville,10,Saturday
2025-09-11,Movie,Entertainment,3519.83,Debit Card,West Rebecca,9,Thursday
2025-09-10,Netflix,Entertainment,4466.77,Cash,North Robertton,9,Wednesday
2025-05-26,Uber,Travel,2796.28,UPI,New Dustin,5,Monday
2025-08-31,Uber,Travel,195.95,Cash,Joelfurt,8,Sunday
2025-05-31,Amazon,Shopping,2178.11,Cash,East Kaitlyn,5,Saturday
2025-09-14,Spotify,Entertainment,4953.2,UPI,Smithchester,9,Sunday
2025-07-11,Flipkart,Shopping,863.67,Debit Card,North Markmouth,7,Friday
2025-05-05,Flight,Travel,75.72,Debit Card,Kimside,5,Monday
2025-11-21,Movie,Entertainment,650.24,Credit Card,New Sheliashire,11,Friday
2025-11-05,Mall,Shopping,1362.12,Credit Card,Elizabethland,11,Wednesday
2025-04-13,Uber,Travel,2500.84,Cash,Jordanport,4,Sunday
2025-11-27,Netflix,Entertainment,1480.68,Credit Card,Lewismouth,11,Thursday
2026-02-19,Electricity,Bills,4607.66,UPI,North Jamie,2,Thursday
2025-10-03,Mall,Shopping,2745.67,Debit Card,Craigshire,10,Friday
2025-07-11,Netflix,Entertainment,1274.24,Debit Card,Herreratown,7,Friday
2025-04-16,Netflix,Entertainment,2454.44,UPI,Kyleton,4,Wednesday
2025-10-05,Flight,Travel,4180.78,Cash,Laraland,10,Sunday
2025-03-17,Netflix,Entertainment,1139.31,UPI,New Ericberg,3,Monday
2025-06-18,Movie,Entertainment,3093.88,Credit Card,Port Karenberg,6,Wednesday
2025-06-28,Mobile Recharge,Bills,921.03,UPI,Port Sydneymouth,6,Saturday
2025-09-07,Restaurant,Food,3139.86,Debit Card,Port Darrellburgh,9,Sunday
2025-12-05,Mall,Shopping,4080.45,UPI,Joshuafurt,12,Friday
2026-01-10,Netflix,Entertainment,737.62,Debit Card,Port Saraberg,1,Saturday
2025-06-09,Ola,Travel,2786.06,Credit Card,North Hannah,6,Monday
2025-05-14,Ola,Travel,2102.42,Credit Card,Martinezville,5,Wednesday
2025-08-23,Flight,Travel,4803.74,Credit Card,Lisafort,8,Saturday
2025-09-28,Spotify,Entertainment,4070.94,UPI,Lake Leslie,9,Sunday
2026-03-07,Netflix,Entertainment,4815.94,Credit Card,Michaelside,3,Saturday
2025-12-20,Electricity,Bills,4431.41,Debit Card,Sanchezton,12,Saturday
2025-06-25,Amazon,Shopping,3777.74,Credit Card,Lake Ryan,6,Wednesday
2025-10-12,Movie,Entertainment,3013.98,Debit Card,East Markfurt,10,Sunday
2025-12-22,Zomato,Food,2884.54,Credit Card,Danielstad,12,Monday
2025-03-31,Ola,Travel,1794.3,UPI,Judithberg,3,Monday
2025-08-13,Mobile Recharge,Bills,4869.24,Debit Card,East Christinaberg,8,Wednesday
2025-04-03,Netflix,Entertainment,159.25,Debit Card,North Charlesberg,4,Thursday
2025-11-03,Netflix,Entertainment,3440.51,UPI,Ambershire,11,Monday
2026-02-24,Internet,Bills,4689.52,Cash,New Caleb,2,Tuesday
2026-02-11,Movie,Entertainment,1996.89,Credit Card,Benjaminburgh,2,Wednesday
2026-02-01,Restaurant,Food,2988.88,Credit Card,Johnnyland,2,Sunday
2025-03-24,Electricity,Bills,3174.69,UPI,South Arthur,3,Monday
2025-10-02,Flipkart,Shopping,3458.86,Cash,Holtbury,10,Thursday
2025-04-13,Cafe,Food,1047.78,UPI,Simpsonburgh,4,Sunday
2025-12-21,Movie,Entertainment,826.14,Cash,Powellberg,12,Sunday
2026-01-14,Metro,Travel,3554.32,Cash,Lake Kristiland,1,Wednesday
2025-10-27,Swiggy,Food,3046.07,Credit Card,Watkinston,10,Monday
2025-10-29,Restaurant,Food,458.22,Cash,Tammyport,10,Wednesday
2025-08-11,Cafe,Food,4051.67,UPI,Deannamouth,8,Monday
2025-09-23,Electricity,Bills,1869.49,UPI,Mcdanielhaven,9,Tuesday
2025-06-11,Movie,Entertainment,4239.64,Debit Card,East Steven,6,Wednesday
2025-05-01,Mall,Shopping,1111.55,Debit Card,Nicholasshire,5,Thursday
2025-07-11,Mobile Recharge,Bills,1446.38,Cash,South Danielberg,7,Friday
2025-11-21,Flipkart,Shopping,521.44,Cash,Brittanybury,11,Friday
2025-03-18,Flight,Travel,1634.99,Debit Card,South Jasmine,3,Tuesday
2025-08-28,Electricity,Bills,951.76,UPI,New Richard,8,Thursday
2025-04-02,Movie,Entertainment,1214.9,Debit Card,East Heather,4,Wednesday
2025-10-09,Swiggy,Food,668.77,UPI,New Danafurt,10,Thursday
2026-01-18,Mall,Shopping,299.46,Debit Card,Lake Laurenburgh,1,Sunday
2025-06-03,Movie,Entertainment,826.16,Credit Card,North David,6,Tuesday
2025-06-10,Movie,Entertainment,1946.77,Cash,Lake Cherylville,6,Tuesday
2025-12-23,Cafe,Food,3340.27,Credit Card,Murphyside,12,Tuesday
2025-04-28,Flipkart,Shopping,750.88,Debit Card,New Connieshire,4,Monday
2025-10-19,Cafe,Food,2885.4,Credit Card,Michelestad,10,Sunday
2025-05-13,Movie,Entertainment,1840.75,Credit Card,Carterport,5,Tuesday
2025-10-18,Mobile Recharge,Bills,2000.55,Cash,South Michael,10,Saturday
2026-02-17,Flipkart,Shopping,2443.08,Cash,Port Matthewfort,2,Tuesday
2025-07-15,Ola,Travel,4640.15,Credit Card,Kellyburgh,7,Tuesday
2025-03-15,Flipkart,Shopping,2546.74,Credit Card,Lake Christopherfort,3,Saturday
2025-10-24,Mobile Recharge,Bills,3586.41,Debit Card,Port Joe,10,Friday
2025-04-06,Uber,Travel,331.57,UPI,Bryantborough,4,Sunday
2026-01-25,Zomato,Food,3040.07,Credit Card,South Jerry,1,Sunday
2025-11-05,Zomato,Food,3322.54,UPI,Riveraport,11,Wednesday
2025-06-13,Mobile Recharge,Bills,370.87,UPI,Williamside,6,Friday
2025-12-13,Internet,Bills,1195.56,Debit Card,East Matthew,12,Saturday
2025-05-11,Electricity,Bills,4756.8,Cash,Lake Eric,5,Sunday
2025-06-21,Swiggy,Food,833.54,Cash,New Jennifer,6,Saturday
2025-10-19,Cafe,Food,2270.89,Debit Card,Wongfurt,10,Sunday
2026-02-19,Netflix,Entertainment,1414.14,Debit Card,Caitlinburgh,2,Thursday
2025-08-04,Ola,Travel,4576.54,Cash,Katelynberg,8,Monday
2025-06-29,Mall,Shopping,4684.11,Cash,Christopherbury,6,Sunday
2025-09-16,Electricity,Bills,4524.31,UPI,Kimbury,9,Tuesday
2026-01-04,Electricity,Bills,2883.74,UPI,East Michael,1,Sunday
2025-08-01,Mall,Shopping,2818.76,UPI,West Margaret,8,Friday
2025-04-18,Flight,Travel,4515.63,Credit Card,Lake Amy,4,Friday
2025-07-02,Spotify,Entertainment,1009.01,UPI,South Shaunfort,7,Wednesday
2026-01-05,Netflix,Entertainment,737.33,Credit Card,Markbury,1,Monday
2026-01-28,Zomato,Food,833.45,UPI,South Bethmouth,1,Wednesday
2025-11-20,Movie,Entertainment,2344.93,UPI,Sergiomouth,11,Thursday
2025-04-24,Metro,Travel,1596.27,Cash,West Charles,4,Thursday
2025-10-19,Netflix,Entertainment,4463.86,Cash,East Christopherville,10,Sunday
2026-01-16,Spotify,Entertainment,1730.15,UPI,Jasonview,1,Friday
2026-01-11,Spotify,Entertainment,118.75,Cash,Jenniferside,1,Sunday
2025-12-13,Restaurant,Food,309.23,UPI,South Stephenside,12,Saturday
2025-06-25,Mall,Shopping,1372.56,Credit Card,Karenville,6,Wednesday
2026-03-04,Uber,Travel,1776.16,Credit Card,Gregoryburgh,3,Wednesday
2026-01-19,Mobile Recharge,Bills,3038.74,Debit Card,Port Gregory,1,Monday
2025-12-30,Flipkart,Shopping,1265.21,Debit Card,West Elaineview,12,Tuesday
2025-03-18,Spotify,Entertainment,3289.63,UPI,Jacobborough,3,Tuesday
2025-03-20,Spotify,Entertainment,2918.39,Debit Card,Port Dorothy,3,Thursday
2025-06-12,Amazon,Shopping,1845.85,Credit Card,Lake Josemouth,6,Thursday
2025-04-30,Uber,Travel,2248.66,Cash,Brianberg,4,Wednesday
2025-04-11,Flipkart,Shopping,432.56,Credit Card,Brownfort,4,Friday
2025-06-30,Spotify,Entertainment,2998.04,Cash,Andreafort,6,Monday
2025-07-24,Ola,Travel,1137.29,UPI,Port Paul,7,Thursday
2025-05-09,Mall,Shopping,1578.13,Debit Card,Kristinaburgh,5,Friday
2025-09-22,Zomato,Food,4688.04,Cash,North Samanthaburgh,9,Monday
2025-11-12,Restaurant,Food,1809.12,UPI,East Elizabeth,11,Wednesday
2025-10-12,Flipkart,Shopping,4070.82,Cash,Jenniferport,10,Sunday
